,0
0,-0.010881943422599906
1,0.008112279179839482
2,0.2538637977713869
3,-0.0008919865872628207
4,0.004901365924124832
5,0.046171418596947573
6,-0.006874046300758643
7,-0.0067154002090919285
8,0.0818478288334358
9,0.018277523565147245
10,0.0023566953150678136
11,0.0026219825051485303
12,0.008863469284568177
13,-0.0020674948852415476
14,0.9893574094119351
15,0.8293996490949823
16,-0.03220581303712203
17,0.021291045064074955
18,0.380713877964443
19,0.001135085081418117
20,0.164794706028146
21,-0.01597416344496402
22,0.005963069308414158
23,0.004161382656541859
24,0.016768887488351824
25,0.04318456779738179
26,0.025542797362161595
27,0.09169349019876806
28,0.006462830597516218
29,0.016736981197586386
30,0.3431877257151048
31,0.08392277818983063
32,0.026484419089871477
33,-0.0074903874648302345
34,-0.010083021109744026
35,0.013660458646553799
36,0.0015125340603842031
37,-0.005060958308972587
38,0.81460626600374
39,0.04161649343926915
40,-0.01973896045139515
41,0.014489198411038658
42,-0.013944678811484366
43,0.0002577801713193573
44,0.040591076036187966
45,0.04948009621149855
46,0.28747315405816276
47,0.014261862031093102
48,-0.011328631131463585
49,0.05326702112852029
50,-0.000744373703205321
51,0.16378622282911506
52,0.003054473690127164
53,-0.004278319660838461
54,0.045597708768287316
55,0.011609133131059214
56,-0.00993868709857682
57,-0.001067521117178476
58,0.08583711536048214
59,-0.006351347487973485
60,0.063739391719708
61,0.0217182483487826
62,0.33043876348613865
63,0.6934130760744506
64,-0.014077908046816185
65,0.014532694721268485
66,0.02694977214482302
67,0.010012386488661491
68,0.018875102217011178
69,0.02745502710296627
70,-0.008626841175178264
71,-0.02632675671904537
72,0.14405217793695377
73,0.014165869661422671
74,-0.015194698319548738
75,0.022212259753838445
76,-0.025746881570999483
77,0.017466453085622478
78,1.0229859577292557
79,0.2341170652004055
80,-0.007060587116208153
81,-0.007259381282491226
82,0.09832831447215248
83,0.016629213565504886
84,0.06170537913483793
85,0.02012110321576957
86,-0.004021561509973042
87,0.014132545619848589
88,-0.009861072387787839
89,0.023012203535565642
90,-0.0025451258847305524
91,0.05676321701440597
92,-0.00847104354957292
93,-0.012524252570907618
94,0.8760324306845291
95,0.3890828235366846
96,0.1577433882680035
97,0.02326778634683592
98,-0.015369931080027701
99,-0.0029808131846665196
100,0.0024358561766471176
101,-0.012626474146133226
102,0.3136853136512591
103,0.6437457997030543
104,0.006703699100835863
105,-0.01904008006593905
106,0.03541444604220214
107,0.009788758290383424
108,0.001133632034008034
109,0.061872269935224676
110,-0.011600250605618196
111,0.0072813764574181225
112,0.0378031066594848
113,0.05465202917133004
114,-0.01625485046934992
115,0.02996460043136624
116,-0.021760959923332025
117,-0.012749363217351454
118,0.5777343720505388
119,0.13920325141825166
120,-0.020087759416397625
121,0.002915555211688634
122,0.09675480361793996
123,-0.011060086015311396
124,0.03886838314970028
125,-0.0008923793722014927
126,0.01270125766494015
127,0.8017895853703262
128,-0.008004841658533239
129,-0.00731240471281243
130,0.032700602486084744
131,-0.0037568803825641516
132,0.10475831766610297
133,0.020520088781800325
134,-0.024495762911774202
135,0.0019287714617919694
136,0.005289958221298825
137,-0.0021126698102199005
138,0.013713283910932158
139,0.1918768841075447
140,-0.016078674202261355
141,0.002024474134685459
142,0.787094832566294
143,0.07485198881943819
144,0.020302208410089725
145,0.005404815038592847
146,0.00019976078467392355
147,-0.00876230708912253
148,-0.010181356758145164
149,0.0348857622739655
150,0.005474272770319359
151,-0.019039632626158973
152,0.12523162098162716
153,0.00243981483061976
154,0.015018000528780258
155,-3.2826502894707235e-05
156,0.016149471503534116
157,-0.01749042995794982
158,1.2414880732089209
159,0.03094675424814274
160,0.029403008392597164
161,0.042865598329538644
162,-0.00835350269188659
163,0.06753982312513462
164,-0.03146888991913695
165,-0.0002002463185582304
166,0.04024859095103526
167,0.04242544904852607
168,0.00026126667264439793
169,-0.005756549614572037
170,0.03891503695028465
171,-0.004871976793683128
172,0.007310165457584094
173,-0.01383884605177375
174,0.0007763866520471474
175,0.01282368195304512
176,0.10016671371021581
177,-0.003354815884410467
178,-0.024991233358092533
179,0.022834609959961113
180,-0.006393354599195549
181,-0.0070038282516668195
182,0.4411456318631541
183,0.6823434507011599
184,0.010125872842374291
185,0.0030452454499142866
186,-0.014680718595761776
187,0.012411445235070574
188,0.02617465624617643
189,0.07764256051306459
190,0.15783013498974566
191,0.5415188262779751
192,-0.008273998504826494
193,-0.011903813182007087
194,0.7406410492257056
195,0.013770450149471359
196,0.06703517430893907
197,0.027744479110703393
198,0.0034234112136612717
199,0.003765775202922148
200,0.028326509925068678
201,0.029318878294126608
202,0.0010476427990522997
203,0.05517331929016418
204,0.01030716344598809
205,0.008079707311210757
206,0.06662502838613592
207,0.5277701941597059
208,-0.01917810499649189
209,-0.006272650707898339
210,0.006800960231414699
211,0.010396282811437728
212,0.037363788152416276
213,0.040998550336323304
214,-0.018019498472030316
215,-0.0036914900697455977
216,0.08621417563399243
217,0.018583858202847275
218,-0.015515547704903473
219,-0.011099693149319237
220,-0.011840479620039961
221,0.005282673443999242
222,0.0793657816353781
223,0.002668236687032879
224,0.012977823917564262
225,0.05163726169883665
226,-0.016833158673767824
227,0.10166127744369645
228,-8.041852187091081e-05
229,0.00030526703825014325
230,0.0054877748501878185
231,0.012815247048395796
232,0.0070235497911110565
233,-0.0020287989594584754
234,0.15011762380496593
235,-0.0047892338266961685
236,0.09438433615806453
237,0.016080789348088355
238,-0.021907926032799407
239,0.023471971479683003
240,0.012076620797611409
241,0.000352543453354901
242,0.0
243,0.08195805857698424
244,-0.006043171595082981
245,-0.0007952404101144417
246,0.05107091199295298
247,0.4499486788069173
248,-0.016015939763524736
249,0.011086579930494729
250,0.1735320775579889
251,0.022887669118369605
252,0.007716851580258357
253,0.05777680836713853
254,0.9248910729889488
255,0.025630149851160713
256,-0.010792551154632868
257,0.04202336677364377
258,0.011393882082400851
259,0.028751246350207742
260,-0.00885316778972344
261,-0.007751259256049359
262,0.25258509888093506
263,0.4178736787826501
264,-0.0017647768248937633
265,-0.00033096593012558627
266,0.06995659565814859
267,-0.012825376022308497
268,0.07322501192436161
269,0.013682419825485752
270,-0.012193758478819143
271,0.002633738513211252
272,0.10616790017502695
273,0.0233967525919729
274,-0.0063196423207407815
275,-0.0019449139163657935
276,-0.012670155408417259
277,0.008182037736869506
278,0.5559459005771715
279,0.46422243180474143
280,-0.008801468436547513
281,5.640623818389478e-05
282,-0.002524122167778007
283,-0.011311973562589853
284,0.017580396950569784
285,0.04979065145740822
286,0.688936348237501
287,0.3421535744406491
288,0.0013310125201751078
289,0.032031435097308616
290,0.034208775730031026
291,-0.0030126844910885707
292,0.06681910558720039
293,0.016375990648601083
294,-0.000853819075101443
295,-0.003518058301264686
296,-0.012695194803149495
297,0.049013713166536424
298,-0.010434609876310237
299,0.11688257616806705
300,-0.014774859266931095
301,-0.010728962854245712
302,0.8344895996759419
303,0.7507283920969762
304,-0.020649338486987502
305,-0.001641715035276814
306,-0.004991048176090516
307,-0.006778942985230349
308,0.04506907468044559
309,0.056639865994322525
310,-0.03092965988594596
311,0.02113585253401487
312,0.007757726723280917
313,0.003107926875556952
314,-0.003404709880328154
315,0.015650778771997543
316,-0.02073805632896266
317,0.018980252497019352
318,1.0605766122888896
319,0.02169854748691886
320,0.011299184349612865
321,0.022720185103707477
322,-0.007119700749836477
323,0.2361564219350805
324,0.02283740402044878
325,-0.016419200163675835
326,0.23060788880672672
327,0.013319687388613444
328,0.018978518146459403
329,0.01597044679834898
330,0.10348345847982754
331,-0.006575608704033549
332,0.07235816208876089
333,0.00015246192222761578
334,-0.004926624584409876
335,-0.00799488909646403
336,0.0539229965690306
337,-0.0013905017669064356
338,0.013604200966012838
339,0.0249132353930405
340,0.021154740370157646
341,0.008573054231886772
342,0.0625001388230274
343,0.09013239433246184
344,-0.004810300823079369
345,0.006819880434472605
346,-0.025026477916270887
347,0.004886598739928445
348,0.04814968806328974
349,0.0412120216175192
350,0.6471445238868181
351,-0.01564519090994148
352,-0.01382996006123177
353,0.011056142880590807
354,0.20754617369192704
355,-0.0004959574977343095
356,0.05929761301448048
357,-0.015400576988991865
358,-0.011316319437457407
359,-0.009605564037261365
360,0.032769112376266306
361,0.05760522617609711
362,-0.031059696534824637
363,0.11359731908748494
364,-0.019737632763506607
365,-0.004440813767702725
366,0.23145530914109158
367,0.5566371308182714
368,-0.009078074404071134
369,0.006486333525212417
370,0.03385559159239596
371,0.0
372,-0.0019782351513104855
373,0.03318478483711866
374,-0.0073958220209907125
375,-0.008128601302477455
376,0.08221750897962757
377,0.017213772679301576
378,0.0003641487982639902
379,0.04699201509993225
380,-0.005620804148971948
381,-0.008683417161680564
382,0.6782901577354425
383,0.3390647621646131
384,0.09103570337570721
385,0.005219690096269752
386,0.011341320836897796
387,0.07647287068134015
388,-0.0004283229175023262
389,-0.002824607193015609
390,0.4191079001039417
391,0.025428752652093243
392,-0.010969559565919145
393,0.0016474758328534288
394,-0.01588505836482062
395,0.007436212421539468
396,0.0007193388324502692
397,0.07436493527813445
398,0.8801947748053913
399,-0.002172042174828643
400,0.0034204309768160533
401,0.029122674672255756
402,0.006750574739124744
403,0.06220304499865487
404,-0.004303828661126996
405,-0.006567618779045183
406,0.02464572853105338
407,0.02619725517602051
408,0.002881830735336246
409,0.00744738404111394
410,0.05377240665394993
411,0.01094959705142684
412,0.08819898767385133
413,-0.00022786283976192757
414,-0.004127460924951025
415,0.7457158066729781
416,-0.019967531517498714
417,-0.002474160871114339
418,0.3380781080860809
419,-0.0014699888403489946
420,-0.007162104872555872
421,0.0237488105301245
422,-0.011572579278847401
423,0.00042635862311669827
424,0.03743840056127255
425,0.020922123981046693
426,0.019737527418026382
427,0.008900648080672759
428,-0.008024603941833873
429,0.0006670757148044614
430,0.7078989879195733
431,0.014936616844005286
432,-0.0051384099460842145
433,0.015161646284325751
434,0.26159391160763623
435,0.0025370858824854993
436,-0.0022302766071974744
437,0.0031078972888127954
438,0.0035160433401410884
439,0.0023192538522709594
440,0.04749456793409323
441,0.033670704442957416
442,0.014502189725143859
443,0.2698144736619659
444,0.004881605250453198
445,0.01688408782881889
446,0.1098192383013266
447,0.13150747551035638
448,0.12515163321749145
449,0.02805498221119021
450,0.007270272368550117
451,0.012281926171406853
452,-0.0012036395542633115
453,-0.009129857241073633
454,1.2005828896235011
455,0.4031701663216451
456,-0.022122597317493345
457,-0.015462710423951372
458,0.0048676007114358995
459,0.005526713927619609
460,-0.013805654165504446
461,0.03134339147493801
462,0.01688932986133094
463,0.00023218096901033824
464,-0.0013074024649461257
465,0.02430531961979341
466,-0.010862710093316573
467,0.014488507727141746
468,-0.018188373512018047
469,-0.004127789249832797
470,-0.0029681009175730644
471,0.4462032619904914
472,0.02001065929253847
473,-0.005354512329450145
474,0.17731339836328408
475,-0.0025087486686493233
476,0.03897010940287435
477,0.06956614916689728
478,0.005163755075483216
479,0.5166648563421371
480,0.006916968916980091
481,-0.009718877923068945
482,0.053928426898957334
483,-0.005492924587475656
484,0.01582015734229655
485,0.06161898001951854
486,-0.02387864304364211
487,-0.011422333053957434
488,0.06604381581619752
489,0.02090286129649801
490,0.01567221437793547
491,0.01426606186969284
492,-0.0021886957081517088
493,0.020352186313976707
494,0.9112666693263614
495,0.5903179391269389
496,0.005808452076506718
497,-0.006546151158863971
498,0.07598993145448758
499,0.01352270963720347
