,0
0,1.0838306830818971
1,1.4730510819713718
2,0.011898575854707251
3,-0.005015729288715649
4,1.4506891740136374
5,0.3252254546482809
6,0.5544100508727748
7,0.2857085842506031
8,0.255844751062561
9,0.7308121331855627
10,1.0722686000883308
11,0.14642638108904132
12,0.0031668366426385484
13,0.8830434796597811
14,1.0138438113431858
15,0.7687547478038179
16,-0.0069018191324423305
17,0.5460727110592775
18,0.9232020100944274
19,-0.012417609281595902
20,0.9080834609420634
21,-0.00672800537991761
22,0.3192233850752125
23,0.006825498873233888
24,0.08751745474251421
25,0.41017373352192005
26,0.3878095733329332
27,0.02150962791066109
28,0.7891580039004384
29,0.2435587285130202
30,0.21217547490628114
31,0.8264100325933896
32,1.1339987469790858
33,-0.0054956814698919046
34,0.007085746339335844
35,0.020828945683782383
36,0.43397010891380416
37,0.5278005907708926
38,-0.022630479667270543
39,1.4237344249534436
40,0.018278986673065666
41,0.30374091592453617
42,0.957099582379489
43,0.35129208332937595
44,0.03242420838115421
45,0.28950326840334306
46,-0.0009756826259987594
47,0.5003244573413785
48,-0.00035600503659021675
49,0.3026534571007201
50,0.8729679903643415
51,0.9317743950113824
52,0.1877037753107625
53,0.6000038485039664
54,0.20346854276091597
55,0.00755044453137252
56,1.3547579691275902
57,0.7550081338018138
58,0.3328336559425546
59,0.4333879998607307
60,0.01649582494197036
61,0.005066727419355592
62,1.377205089006254
63,0.5398541218689119
64,0.014696201939743867
65,0.12307373681111931
66,-0.006015908963782995
67,0.4716962076534005
68,0.008761740943863963
69,0.6354955006643541
70,0.32234310637821184
71,0.09876714372753682
72,0.013622145583605584
73,0.10287820838427429
74,0.7604100913502657
75,0.45248589554505114
76,0.96380803921025
77,0.4237604540749678
78,-0.0027787374138504273
79,0.7919229842160607
80,0.30384212449481557
81,0.002349305953871994
82,0.0034659744214422883
83,0.015753976221621686
84,0.35209014143389683
85,0.8440577552349586
86,1.4835311713439177
87,0.5480478333331427
88,0.9646011180443496
89,0.01451399008617222
90,0.46093200121863076
91,-0.0037542192938979113
92,0.09359312701863798
93,0.8989482770932027
94,0.3603740580745243
95,0.7710450710353259
96,0.8136133038914838
97,0.0150812049060844
98,0.3533029233884498
99,0.0647034029058339
100,0.5087782518787287
101,0.43999205273953845
102,-0.010198194013165747
103,0.35278444468638986
104,0.3206356422878855
105,0.01878543149487185
106,0.13073342521861048
107,0.014727280666513165
108,1.4303241799497919
109,-0.001406452115572021
110,0.6514573927893249
111,0.2804560435006361
112,1.652440616831755
113,0.11143530586761166
114,-0.011682671331730692
115,0.9358147466684451
116,1.2786634269643817
117,0.034262549119932234
118,0.4419730151480951
119,0.013538747884544922
120,0.0029652777842752356
121,0.07093885627370644
122,0.4841617747600232
123,0.17630833066807175
124,0.022297867120124416
125,1.265184241661135
126,0.010842524489620286
127,0.4154026046429975
128,0.9405286556285226
129,0.16864405965075963
130,0.2522355534484526
131,1.03774497238568
132,0.2839159529987399
133,0.2242631901155225
134,0.036014642794965974
135,0.37321536529906446
136,0.06309049569425271
137,0.007116889776417148
138,1.405868489374768
139,0.01262555977235973
140,0.39278197116799324
141,0.052752680216433125
142,0.5647578303780384
143,0.44854655870473764
144,0.5245304346626791
145,0.2517525220978724
146,0.5876571352605072
147,1.0750679109450667
148,0.03971065927589233
149,-0.01825393951339774
150,0.032116289304428
151,0.28294384017203766
152,1.7369208280844404
153,0.3095819888673339
154,0.013426323170747798
155,0.8283993602261414
156,0.2196075961214525
157,0.30038155740270783
158,0.9506528217694883
159,0.011662790473297085
160,0.45270167271535905
161,0.8790249068194085
162,1.281632318016961
163,0.19103222611750975
164,0.2808693761293769
165,0.9061965244255944
166,0.3288003010075455
167,0.03035941655111513
168,0.8828561809277704
169,-0.014303787782735507
170,0.004045723937141741
171,1.0594436274021897
172,0.9721738952975565
173,0.00465259680793574
174,0.9096930162912075
175,0.8533476351699941
176,0.4367301513516038
177,1.066884146906335
178,0.9126329271957953
179,0.7077558957747505
180,0.007062475898839313
181,-0.002603717930532383
182,0.10653218005573485
183,0.3653254024210957
184,0.48196055962034734
185,0.7760629028600099
186,0.12529970106594088
187,0.03752113228846196
188,0.8558697315073788
189,0.6535629874672303
190,0.9202379223096048
191,-0.01646930278625285
192,0.3458592483213077
193,1.0149997360568603
194,0.05909195340142032
195,1.3108291657388704
196,0.08705337999804776
197,0.012644415502296358
198,0.5975670102170401
199,0.6744810555040652
200,-0.006782014352796732
201,1.049810071241066
202,0.2868925272821456
203,-0.00627074668025215
204,0.3276173279403801
205,0.001043568918044775
206,0.08854736875887488
207,0.601040692947137
208,0.22795086163969175
209,0.00445742655092733
210,-0.010359108529141405
211,1.0370338825004974
212,0.324690808658208
213,0.07011409525822328
214,0.5234177463576593
215,0.006850734124194986
216,0.4701286192654399
217,0.06115944834246636
218,0.2599257405774991
219,0.8161231860169491
220,0.9236466329932425
221,0.41325731126727905
222,0.0
223,0.018542296830242017
224,0.16592064890488786
225,0.09499743367087879
226,0.6470759997522894
227,0.5061628096483689
228,0.5558480162260867
229,0.1675361686106986
230,-0.0010609489026306472
231,0.30443560530632013
232,0.0806665217746944
233,-0.014022835994664336
234,0.5938365199750054
235,0.014460730697541129
236,0.3432962506186744
237,0.19692854869731527
238,0.004101009780006662
239,0.3857693163730634
240,0.2790551257951801
241,0.20809457011559826
242,0.15834524994377522
243,0.2368177144541432
244,0.1898282020511831
245,0.3332240243104357
246,0.34189576003360045
247,0.09078298140052618
248,0.006431321840687181
249,0.5286624705368876
250,0.7816875771456029
251,0.15484322703766856
252,0.4439186457446087
253,0.004505729064226758
254,0.45488856639569664
255,0.310640478482836
256,0.7195578478659128
257,0.018472095570093775
258,0.03560756607293019
259,1.3528254163220361
260,0.8897932335354588
261,0.018777849041955418
262,1.1778781918929908
263,0.37032809870479516
264,0.7950735058518416
265,0.7229206207100095
266,0.05188021591094032
267,0.0036158222685497956
